areas,name,id,type,class,hot,address,feature,Pos
江西·上饶·万年县,神农源,481335565,自然风光,3A景区,热度 0.7,江西省上饶市万年县大源镇盘岭,万年神农源风景区位于江西万年、弋阳、乐平三县（市）交界处的黄天峰下，紧邻弋（阳）万（年）公路，距万年县城20公里，弋阳县,"117.190559,28.731843"
江西·宜春·高安市,华林寨上游湖景区,1257821107,自然风光,3A景区,热度 0.0,江西省宜春市高安市,群峰环抱，林木葱茏，地势险峻，易守难攻,"115.105204,28.515002"
江西·吉安·吉州区,福容薰衣草花园,1220470684,自然风光,,热度 0.0,江西吉安兴桥镇往钓源古村路上（麻下水庫）,体验头顶蓝天白云，体验“草上飞”的乐趣,"114.84778,27.174392"
江西·九江·永修县,西海漂流（桃花溪漂流）,3812164088,自然风光,,热度 0.7,江西省九江市永修县柘林湖畔,千姿百态，落英缤纷,"115.488231,29.178092"
江西·南昌·新建县,南矶山,3021422746,自然风光,,热度 0.7,江西省南昌市新建县,具有典型的江南水乡泽国的地貌景观,"116.269942,28.910389"
江西·宜春·奉新县,百丈山,4089727130,自然风光,,热度 0.0,江西省宜春市奉新县,峭壁耸峙，危崖突兀，怪石磋峨，雄杰葱秀,"114.806171,28.700397"
江西·上饶·上饶县,望仙峡谷漂流,145621864,自然风光,,热度 0.0,江西省上饶市上饶县望仙乡,落差大，层层梯田，弯弯田埂,"117.823908,28.687158"
江西·南昌·青云谱区,八大山人梅湖,941885325,自然风光,3A景区,热度 0.0,江西省南昌市青云谱区青云谱路259号,景区曲水环绕、绿树成荫、如诗如画,"115.9226996371,28.613832064379"
江西·宜春·宜丰县,九天大峡谷漂流,3955040301,自然风光,,热度 0.0,江西宜春宜丰县,打破中国漂流落差新纪录的高落差峡谷漂流,"114.761931,28.566479"
江西·南昌·南昌县,梦山胜迹,1287618811,自然风光,,热度 0.7,南昌市新建县石埠乡境内,青山绿水，风景多彩，盛夏气候凉爽,"115.893617,28.689448"
江西·赣州·崇义县,上堡大峡谷漂流,3929378543,自然风光,,热度 0.0,江西省赣州市崇义县上堡乡,罕称赣南三大险滩之一刺激漂流,"114.025844,25.73838"
江西·鹰潭·龙虎山,天门山,1582727086,自然风光,,热度 0.0,江西省鹰潭市龙虎山大道1号龙虎山景区内,天门山就是这样一个绿色醉人的生态王国,"117.028336,28.231018"
江西·吉安·遂川县,白水仙,2555499609,自然风光,,热度 0.7,江西省吉安市遂川县城24公里的碧洲镇境内,井冈山南面的遂川县，境内自然风光优美，人文景观丰富。白水仙、泉江、汤湖三个景区相互辉映，联成一片，面积达65平方公里。白,"114.734014,26.335841"
江西·上饶·三清山已下线子景点,阳光海岸,280211016,自然风光,,热度 0.7,江西省上饶市玉山县三清山景区内,脚踏浮云，身披雾纱，犹如遨游于仙境之间,"118.08699104856,28.923152284099"
江西·抚州·金竹瀑布景区,金竹峡谷漂流,3644099018,自然风光,,热度 0.0,江西省抚州市乐安县南部金竹畲族乡金竹峡谷漂流,八仙畲乡，声色氧吧，飞瀑奇观，畲乡风情,"115.944515,27.116112"
江西·景德镇·瑶里,汪湖生态旅游区,3919795752,自然风光,,热度 0.0,江西省景德镇瑶里,山涧清泉潺潺，山谷凉风习习,"117.579314,29.535546"
江西·萍乡·上栗县,江西山水美生态主题公园,3972288734,自然风光,,热度 0.0,江西省萍乡市上栗县长平乡平基村大塘村,以美丽乡村旅游为主题的一体化景区,"113.797127,27.731965"
江西·九江·石门涧,石门涧漂流,3229990429,自然风光,,热度 0.0,江西省九江市庐山区庐山石门涧景区内,双峰挟峙，层峦叠翠，泉水潺潺，清澈如镜,"115.95312,29.568294"
江西·抚州·宜黄县,军峰山,220728777,自然风光,,热度 0.72,江西省抚州市宜黄县神岗乡,山峰气势磅礴，岩洞吐纳烟霞，变幻恍惚,"116.370308,27.22216"
江西·吉安·井冈山,井冈湖,4259505924,自然风光,,热度 0.0,江西省吉安市井冈山市井冈山主峰景区内,游览井冈山的醉美湖光山色,"114.155014,26.536799"
江西·鹰潭·龙虎山,崖墓,3688010257,自然风光,,热度 0.0,江西省鹰潭市贵溪市G206,仙水岩的悬崖峭壁上散布着数百座距今2600多年的崖墓，这些洞穴大小不一，里面陈放着古棺，有单洞单葬、单洞群葬和联洞群葬。,"116.987062,28.124265"
江西·九江·庐山区,碧龙潭冰川石大峡谷漂流,4157266870,自然风光,,热度 0.0,江西省九江市庐山区白沙河峡谷河道下游,一道天虹桥，九十度急转弯,"116.062499,29.598274"
江西·九江·武宁县,武陵岩峡谷漂流,664398117,自然风光,,热度 0.0,江西省九江市武宁县杨洲乡,峡谷间猿啼鸟语，漂流刺激安全，使人流连,"115.387275,29.15301"
江西·宜春·高安市,华林八百洞天,2251440363,自然风光,,热度 0.0,江西省宜春高安市城西北40公里处的华林山李家岭山,八百洞天位于高安市城西北40公里处的华林山李家岭山腰，距离南昌100公里，全程国道，交通便利。（明）洪应明著《白话仙佛奇,"115.15455,28.577447"
江西·九江·庐山风景名胜区,三叠泉漂流,2586676837,自然风光,,热度 0.0,江西省九江市庐山区海会镇,在峡谷中穿石绕壁，凌波逐浪,"116.061735,29.549643"
江西·九江·永修县,西海龙山景区,1181740623,自然风光,,热度 0.0,江西省九江市永修县柘林镇,领略亘古的景物，触摸时光的年轮,"115.520786,29.211319"
江西·上饶·余干,上饶余干大明花海景区,1835131437,自然风光,,热度 0.0,江西省上饶市余干县大塘乡大明花海生态旅游区,碧湖春风百荷香，遍山翠绿百鸟鸣,"116.554274,28.777546"
江西·新余·渝水区,凯光欢乐谷水公园,1752391567,自然风光,,热度 0.72,新余市凯光亚热带植物园,"“凯光欢乐谷水公园”是由新余市凯光投资有限公司投资建设的游乐主题度假区项目，项目占地面积3万平方米,总投资概算1亿元。水","114.877881,27.840484"
江西·景德镇·昌江区,冷水尖,898083971,自然风光,,热度 0.0,江西省景德镇市鱼山镇礼城村冷水尖旅游区,群山环抱、山峦叠幢、绿水青山，植被繁茂,"117.181531,29.206659"
江西·上饶·铅山县,仙人寨,988018023,自然风光,,热度 0.0,江西省上饶市铅山县汪二镇漕源仙人寨,气象清幽安详，宛若仙人蜕骨升天的仙境,"117.470843,28.291747"
江西·吉安·井冈山市,五龙潭瀑布,4090056762,自然风光,,热度 0.7,江西井冈山茨坪北面峡谷中,瀑布落差达67米，水声震耳，水雾如烟，它座落在大峡谷的始端，三面危崖如削，长满绿苔。一面地势稍缓，浏览便道就在这一边，巨,"114.21061575673,26.441878664265"
江西·吉安·井冈山,石燕洞,3775641375,自然风光,,热度 0.7,江西省井冈山市茨坪镇梨坪村,洞内钟乳石琳琅满目，形态各异，栩栩如生,"114.225835,26.606587"
江西·九江·庐山区,庐山马尾水,1836905153,自然风光,,热度 0.0,江西省九江市庐山区德化路,山势雄伟，深谷幽泉，云雾缭绕，林木苍郁,"116.037147,29.631976"
江西·南昌·湾里区,长春湖,2082183334,自然风光,,热度 0.0,江西省南昌市湾里区056乡道附近,佛、道两教的圣地之一，势嵯峨，层峦叠翠,"115.724463,28.710089"
江西·赣州·上犹县,齐云山,2189480430,自然风光,,热度 0.0,江西省赣州市上犹县,有“黄山白岳相对峙，绿水丹崖甲江南”之称,"114.158359,26.022997"
江西·九江·庐山风景名胜区,庐山天合谷,2813505106,自然风光,,热度 0.0,江西省九江庐山含鄱口天合谷风景区,“神奇福地”,"115.98905,29.579916"
江西·吉安·吉安县,青原山,4014410929,自然风光,3A景区,热度 0.7,江西省吉安市河东乡南境,历史文化胜地,"115.052854,27.058693"
江西·九江·九江县,甘棠湖,98525379,自然风光,,热度 0.74,江西省九江市九江县,绿波涟漪，彩霞映波，岸柳成荫，景色如国,"115.992432,29.724094"
江西·南昌·南昌县,瑶湖,3313146339,自然风光,,热度 0.0,江西省南昌市南昌县,湖盆平坦，湖面开阔，碧水盈盈,"116.078542,28.716644"
江西·赣州·赣县,宝莲山风景区,1920730844,自然风光,,热度 0.0,江西赣州赣县东南部端韩坊乡小坪管理区高寒山区,“赣南小庐山”、“天然氧吧”,"115.211713,25.640738"
江西·景德镇·浮梁县,诸仙洞,1841927987,自然风光,,热度 0.7,江西省景德镇浮梁县浮梁南部寿安镇,洞外树木郁郁森森，洞内钟乳千奇百怪,"117.322266,29.221215"
江西·赣州·瑞金市,云石山,3170593287,自然风光,,热度 0.74,江西省赣州瑞金市西南15公里,山中风景优美，长征路上的一座险山,"115.869125,25.860553"
江西·宜春·袁州区,宜春栀子花节,3794017597,自然风光,,热度 0.0,江西省宜春市袁州区洪江镇古庙村,上有南惹古村，下有沩仰宗祖庭,"114.356716,27.624715"
江西·景德镇·浮梁县,高岭山,3726960176,自然风光,4A景区,热度 0.86,江西省景德镇市浮梁县,为景德镇制瓷业的快速发展奠定坚实的基础,"117.543121,29.486087"
江西·上饶·婺源县,森林水世界,4099836303,自然风光,4A景区,热度 0.72,江西省上饶市婺源县大鄣山乡,景观独特，完全原始风貌，宛如世外桃源,"117.774624,29.519923"
江西·上饶·三清山,玉清台,2221846787,自然风光,,热度 0.0,江西省上饶市玉山县上饶地区的玉山和德兴两县交界处三清山风景名胜区内,看日出的好地方,"118.078485,28.908966"
江西·上饶·玉山县,怀玉山,2962814986,自然风光,3A景区,热度 0.0,江西上饶市玉山县,全国青少年教育基地、爱国主义教育基地,"117.9817,28.893226"
江西·九江·共青城市,共青城富华山景区,2894959655,自然风光,3A景区,热度 0.0,江西省九江市德安县富华大道,这里有胡耀邦光辉一生的石刻,"115.83463385994,29.229641760168"
江西·抚州·黎川县,东华山水景区,2232735103,自然风光,3A景区,热度 0.0,江西省抚顺市黎川县华山垦殖场洲湖村,奇峰怪石迭出，云遮雾绕，珍禽异兽众多,"117.010205,27.484529"
江西·宜春·宜春市,洞山,943294347,自然风光,,热度 0.0,江西省宜春市宜丰县,遇难吉祥，事业发达，事事顺遂,"114.87760783931,28.542803267413"
江西·抚州·南丰县,潭湖,711588008,自然风光,,热度 0.7,江西省抚州市南丰县城东南部,潭湖风景区位于南丰县城东南部，距县城18公里。湖面面积6175亩，山林面积1.7万亩，山上林木茂盛，覆盖率达98%。景区,"116.67421,27.134563"
江西·上饶·上饶县,枫泽湖,208737013,自然风光,,热度 0.7,江西省上饶市上饶县枫泽湖,历来以山青水秀气候宜人而著称,"117.955385,28.45752"
江西·萍乡·上栗县,义龙洞,265334013,自然风光,,热度 0.72,江西省萍乡市上栗县福田镇青溪村,义龙洞是形成于1亿8千万年前的天然溶洞，洞长4200余米，蜿延曲折，溪水相伴，水随洞转，洞因水活，平坦处溪水静如玉带飘荡,"113.857371,27.757972"
江西·抚州·南城县,麻姑山,53354776,自然风光,,热度 0.96,江西省南城县西郊,是我国东南道教与避暑游览胜地,"116.574943,27.536226"
江西·景德镇·浮梁县,南山瀑布,4093051622,自然风光,,热度 0.0,江西省景德镇市浮梁县瑶里镇瑶里汪湖区,宛如玉带悬空，飞虹高挂,"117.670243,29.55074"
江西·南昌·湾里区,梅岭大峡谷景区,833684731,自然风光,,热度 0.0,江西南昌湾里区梅岭镇梅岭大峡谷景区,游山玩水寓教于乐,"115.771795,28.808203"
江西·景德镇·浮梁县,金竹山寨,1497426548,自然风光,,热度 0.0,江西省景德镇市浮梁县,休闲度假避暑胜地,"117.46303655154,29.557426308843"
江西·上饶·上饶县,地下桃源,676293873,自然风光,,热度 0.7,上饶 市,晋代大文学家陶渊明的名篇《桃花源记》，描绘了为劳动人民所向往、追求的理想天国中的景色：静谧、和谐、优美、杂尘不染，而三清,"118.07388153704,28.881417216363"
江西·上饶·婺源县,黄岗山,2766210284,自然风光,,热度 0.0,江西省与福建省交界处,动植物资源丰富，被誉为,"118.0795,29.31758"
江西·九江·瑞昌,青峰峡漂流,3349161944,自然风光,,热度 0.0,江西省九江市瑞昌市洪下乡,峡谷幽长，风景撩人，清泉四溅，如临仙境,"115.486326,29.624603"
江西·景德镇·浮梁古县衙,韵琴湖,2768030945,自然风光,,热度 0.0,江西省景德镇浮梁县浮梁古县衙景区内,韵琴湖毗邻古县衙景区西面，紧邻城门楼和文化长廊。有约200亩的天然低洼地28米。现已有一条水沟贯穿南北，水流常年不断，2,"117.269403,29.376725"
江西·宜春·袁州区,官山,2939564361,自然风光,,热度 0.0,江西省宜春市袁州区,官山区内森林茂密，古木参天,"114.4292,28.020411"
江西·吉安·吉安县,吉安花果山,2139185319,自然风光,,热度 0.7,江西省吉安市吉安县茨坪,郁郁苍梧海上山，蓬莱方丈有无间,"114.18277502131,26.571832289429"
江西·宜春·樟树市,爱农湖景区,2044466870,自然风光,,热度 0.0,江西省宜春市樟树市阁山镇爱农湖生态园木坑东南500米,园区自然生态，项目众多，玩法多样,"115.576735,27.974439"
江西·上饶·婺源县,祥云山景区,3224131214,自然风光,,热度 0.72,"婺源秋口镇,距李坑约2公里",祥云山景区座落于婺源旅游东线，距县城14公里，距“小桥流水人家李坑”2公里，是旅游东线上的一颗绿色明珠。 景区内水秀山青,"117.95594743284,29.336548190738"
江西·上饶·上饶县,灵山大峡谷景区,3220925243,自然风光,,热度 0.0,江西省上饶市上饶县望仙乡灵山大峡谷景区,水中怪石嶙峋，河道蜿蜒回旋，跌宕起伏,"117.823908,28.687166"
江西·抚州·乐安县,大华山,1341818042,自然风光,,热度 0.0,江西省抚州市乐安县,亦名华盖山，是江南十大道教名山之一。发源自衡岳山脉，东沿宁都结成汉陵24山，绵延逶迤于乐安南部，经鹿角峰至南村乡太平村时,"115.991202,27.335342"
江西·南昌,瑶湖牡丹花卉节,3668941920,自然风光,,热度 0.0,江西省南昌市瑶湖森林公园,让你不出南昌也能感受浪漫的花海世界,"116.067766,28.67753"
江西·吉安·井冈山市,水口彩虹瀑布,2232022283,自然风光,,热度 0.7,江西吉安井冈山风景区内,雾气弥漫，如梦如幻，仿佛置身仙境,"114.139146,26.557293"
江西·抚州·金溪县,翠云山,3223475956,自然风光,,热度 0.7,江西省抚州市金溪县,在县南，距县城2公里，海拔498.2米，一年四季青苍可爱，云烟缭峦，岗峦回合，瀑布悬流。山谷口两峰对峙，中间夹着一条狭窄,"116.806077,27.892164"
江西·宜春·袁州区,仰山,2115829526,自然风光,,热度 0.0,江西省宜春市樟树市袁州区西南,仰山，古代视为“州之镇山”。仰山坐落于武功山脉的一条支脉上，因其山势“高耸万仞，仰不可攀”而得名。这里山峦叠嶂，树木葱郁,"115.389864,28.052984"
江西·吉安·吉安县,飞龙洞,2802862795,自然风光,,热度 0.7,江西省吉安市吉安县桐木岭附近山腰上,位于桐木岭附近山腰上，是一个巨大的溶洞，洞口通道是一先倾斜后直立的孔穴。洞内石钟乳、石笋、石柱、石花等琳琅满目，奇幻多姿,"114.210593,26.624801"
江西·上饶·上饶县,梯云岭,4182735765,自然风光,,热度 0.72,江西省上饶市上饶县,梯云岭景区，海拔１５５７米。景区范围广阔，景物众多，分布在从响波桥、外双溪，经梯云岩、玉台、玉皇顶、南天门到游仙谷一带，,"118.067124,28.875347"
江西·九江·彭泽县,九江龙门洞,656231796,自然风光,,热度 0.7,江西省九江市彭泽县,是洞连洞、洞中有洞和洞外套洞的地下龙宫,"116.55393265917,29.926180234042"
江西·抚州·宜黄县,仙洞,3325745606,自然风光,,热度 0.7,江西省抚州市宜黄县凤冈镇黄陂桥,又名仙岩，系一石山腰有穿洞，游人可进入，内为开阔地。洞穴面积约定40平方米，内有巨石似床、似桌、似棋盘，称“仙人床”、“,"116.213791,27.563187"
江西·上饶·阳光海岸,乾坤台,246996286,自然风光,,热度 0.0,江西省上饶市三清山三清山阳光海岸景区,感觉人是悬在天上的,"118.072413,28.915164"
江西·上饶·上饶县,石鼓岭景区,3581436618,自然风光,,热度 0.7,江西省上饶市三清山东麓,石鼓岭景区，位于三清山东麓，这是一个正在开发中的新景区，气势壮观。如“玉帘瀑布”，高34米，宽30米，形如水晶玉帘高挂九,"118.100917,28.930071"
江西·上饶·上饶县,女神峰,2547065425,自然风光,,热度 0.72,江西上饶市上饶县,其峰浑然似鬼斧神工，成就了这尊艺术珍品,"118.07004352685,28.913803723177"
江西·吉安·峡江县,玉笥山,362152216,自然风光,,热度 0.0,江西省吉安市峡江县县城西北10公里赣江东岸,"峡江玉笥山位于吉安市区以北约七十公里处的峡江县境内，峡江县城西北10公里处，兀立于赣江东岸,背临峡江,绵延数十里,风光美","115.29000061165,27.556247861478"
江西·九江·九江县,涌泉洞,1515290246,自然风光,,热度 0.7,九江市九江县城西30公里,涌泉洞位于九江县城西30公里处，以洞中有一股泉水涌出地面而得名，已是一个规模较大的石灰岩溶洞．在我国清朝时期的县志曾有文,"115.66096013846,29.619163100681"
江西·新余·仙女湖,仙来岛,3596575516,自然风光,,热度 0.0,江西省新余市仙女湖,民族花语传情的民族习俗,"114.803677,27.735135"
江西·抚州·南城县,从姑山,2245874386,自然风光,,热度 0.0,江西省抚州市南城县,形成一条窄长峻峭的石罅,"116.645611,27.530218"
江西·鹰潭·贵溪,十不得景点,498593621,自然风光,,热度 0.0,江西省鹰潭贵溪市龙虎山景区内,十不得景点地处于江西省贵溪市龙虎山,"116.988534,28.125283"
江西·吉安·泰和县,虹凤湖,3866107127,自然风光,,热度 0.0,江西省吉安市泰和县,三面环山，历来商贾云集，有金庐陵之美称,"114.91568,26.795501"
江西·吉安·井冈山,十里杜鹃长廊,1998255245,自然风光,,热度 0.0,吉安井冈山杜鹃山,大小松岛是奇松集中的地方,"114.15530520069,26.553017137788"
江西·九江·永修县,永修荷天下,675555489,自然风光,,热度 0.0,江西省九江市永修县105国道虬津镇红桥村,田园观光旅游,"115.685052,29.16289"
江西·上饶·三清山已下线子景点,玉女开怀,3489947009,自然风光,,热度 0.0,江西省上饶市玉山县三清山景区内,三清山至纯至美的象征,"118.069377,28.910193"
江西·抚州·金溪县,高坊水库,3490242173,自然风光,,热度 0.7,江西省抚州市陆坊乡高坊村,高坊水库形似绶带，蜿蜒曲折，水清如镜,"116.870183,27.935762"
江西·抚州·流坑古村,龙湖,3574370784,自然风光,,热度 0.0,江苏省抚州市乐安县牛田镇流坑村,清水流动鱼儿遨游,"115.7872957586,27.270676832238"
江西·南昌·南昌县,玉带河,282150778,自然风光,,热度 0.72,江西省南昌市南昌县青山湖区湖滨东路,提升了城市品位，增添了城市灵气,"115.938852,28.695627"
江西·九江·星子县,麻头火焰山,3740111422,自然风光,,热度 0.7,星子县城东北郊白鹿镇大岭村麻头王家,环境幽静，空气新鲜，水质洁净,"116.06954643649,29.477961403712"
广东·清远·清新区,古龙峡古龙九瀑,1294497225,自然风光,4A景区,热度 0.0,广东省清远市清新区三坑滩,佳木葱茏、竹海清幽、湖瀑川连,"112.95541,23.77049"
广东·广州·增城,增城白水寨风景名胜区,1210283150,自然风光,4A景区,热度 0.72,广东省广州市增城市派潭镇白水寨风景名胜区,北回归线上的瑰丽翡翠,"113.770364,23.586481"
广东·清远·清城区,黄腾峡天门悬廊,106063323,自然风光,,热度 0.0,广东省清远市清城区东城街石板村,刺激、美好、难忘的旅游时光,"113.10067,23.768007"
广东·清远·英西峰林,洞天仙境,274697750,自然风光,,热度 0.0,广东省清远英德市九龙镇英西峰林景区内,在九龙，观洞天仙境，九龙在渊，福地洞天,"112.906583,24.158095"
广东·清远·清新区,古龙峡玻璃大峡谷,2752052271,自然风光,4A景区,热度 0.0,广东省清远市清新区三坑滩,集合玻璃平台、栈道、索桥为的观光玻璃组合,"112.95541,23.77049"
广东·清远·清新区,古龙峡漂流,977923532,自然风光,4A景区,热度 0.76,广东省清远市清新县三坑滩,广东漂流看清远，清远漂流看古龙,"112.967888,23.781724"
广东·深圳·东部华侨城,东部华侨城茶溪谷,1031825771,自然风光,,热度 0.0,广东省深圳市盐田区大梅沙东部华侨城,茶、禅、花、竹，绿的世界，花的世界,"114.286853,22.638729"
广东·清远·连州市,连州地下河,1661362999,自然风光,5A景区,热度 0.76,广东省清远连州市东陂镇大洞村,洞中石笋、石柱、石花、石幔，诡谲奇特,"112.308648,24.995093"
广东·广州·白云区,白云山,2485819028,自然风光,5A景区,热度 1.0,广东省广州市白云区广园中路白云山景区,南粤名山之一,"113.304073,23.186097"
广东·河源·东源县,万绿湖,1471372243,自然风光,4A景区,热度 1.0,广东省河源市东源县新港镇港中路17号,处处是绿，四季皆绿,"114.638453,23.780735"
广东·肇庆·星湖,肇庆七星岩,1684855179,自然风光,4A景区,热度 0.0,广东省肇庆市端州区迎宾大道七星岩旅游度假区内,湖中有山，山中有洞，洞中有河,"112.483486,23.084494"
广东·佛山·南海区,南海湾森林生态园,2453265639,自然风光,4A景区,热度 0.0,广东省佛山南海区西樵镇庆云大道,神潭跌宕，飞流成瀑，古竹森列，藤萝密缠,"112.885454,22.859633"
广东·江门·台山市,川山群岛旅游度假区,2867887195,自然风光,4A景区,热度 0.0,广东省江门台山市上川岛业东中部,气候温和，四季如春，是理想度假旅游圣地,"112.813531,21.704742"
广东·阳江·江城区,闸坡大角湾,1865642057,自然风光,5A景区,热度 0.9,广东省阳江市江城区迎宾路闸坡镇海滨路38号,阳光灿烂，沙质均匀松软，海水清澈纯净,"111.85393,21.576301"
广东·清远·英德市,宝晶宫生态旅游度假区,2359679342,自然风光,4A景区,热度 0.0,广东省清远市英德市宝晶宫风景区,休闲度假、观光旅游好去处,"113.375405,24.129806"
广东·惠州·惠东县,巽寮湾,1765877264,自然风光,4A景区,热度 0.86,广东省惠州市惠东县巽寮海湾风景区,海天相接，远山淡云，浑然一体,"114.762006,22.69323"
广东·茂名·电白县,茂名潜梦岛海洋王国（原放鸡岛）,1300368323,自然风光,4A景区,热度 0.8400000000000001,广东省茂名市电白县博贺镇翠湖路放鸡岛,石奇、礁美、滩佳、鱼丰、林绿、鸟多,"111.193013,21.384367"
广东·肇庆·端州区,星湖,2921736137,自然风光,4A景区,热度 1.0,肇庆市端州区星湖大道,群山环绕，湖水碧绿,"112.463855,23.072985"
广东·广州·南沙区,南沙百万葵园,1604631181,自然风光,,热度 0.72,广东省广州市南沙区万顷沙镇新垦15涌（原百万葵园）,记录唯美爱情，拍摄婚纱的好去处,"113.62679,22.634301"
广东·珠海·金湾区,澳门环岛游,1313759051,自然风光,,热度 0.8,广东省珠海市湾仔南湾南路3002号,“浪漫之城”珠海的美丽景色一览无余,"113.540119,22.196822"
广东·清远·英西峰林,峰林小镇,1559465190,自然风光,,热度 0.0,英德市九龙镇九沙路九龙小镇国际生态农业度假区,集住宿、观光、旅游等为一体的生态度假区,"112.932812,24.128031"
广东·佛山·南海区,西樵山,517825145,自然风光,5A景区,热度 0.9199999999999999,广东省佛山市南海区西樵镇环山大道山南路,几千年的沧桑沉淀凝练了西樵山的独特文化,"112.984168,22.932411"
广东·揭阳·揭西县,黄满寨瀑布,2422993810,自然风光,4A景区,热度 0.0,广东省揭阳市揭西县京溪园镇粗坑村,饱览天下瀑布之奇观,"115.996969,23.581571"
广东·清远·佛冈县,森波拉度假森林,441287049,自然风光,4A景区,热度 0.0,广东省清远市佛冈县三莲村,远古森林里的奇妙之旅，准备好放空了吗,"113.590254,23.867048"
广东·梅州·平远县,五指石,1326240159,自然风光,4A景区,热度 0.74,广东省梅州市平远县差干镇,擎天石峰，雄奇壮丽，漫步山中，如临仙境,"115.958549,24.905081"
广东·广州·珠江夜游,珠江夜游天字码头,3104039960,自然风光,,热度 0.0,广东省广州市越秀区沿江中路200号天字码头珠江夜游内(地铁2号线海珠广场A出口)天字码头内,文艺控不可放过的地方,"113.277645,23.121188"
广东·深圳·盐田区,大梅沙,372255188,自然风光,,热度 0.8,广东省深圳市盐田区大梅沙盐梅路52号,海水清澈，沙滩广阔，娱乐项目丰富多彩,"114.313766,22.598452"
广东·肇庆·四会市,四会奇石河,10288993,自然风光,,热度 0.7,广东省肇庆四会市,如诗如画的小桥流水，漫山遍野的鸟语花香,"112.729835,23.689386"
广东·清远·清城区,牛鱼嘴风景区,2753899195,自然风光,,热度 0.74,广东省清远市清城区,春赏禾雀花，夏游清碧溪，秋观古枫叶,"113.15311,23.774145"
广东·广州·从化市,流溪河国家森林公园,3983617508,自然风光,,热度 0.72,广东省广州从化市良口镇流溪河林场,穗北之肺，避暑圣地,"113.789926,23.756633"
广东·河源·源城区,桂山风景区,512237289,自然风光,4A景区,热度 0.82,广东省河源市东源县新丰江水库内(原牛坑林场),素有植物王国、动物乐园、旅游天堂之称,"114.602153,23.728553"
广东·清远·阳山县,广东第一峰,3127889651,自然风光,4A景区,热度 0.8400000000000001,广东省清远市阳山县称架瑶族乡南岭自然保护区内,是北回归线上极大的一片绿洲,"112.878516,24.819554"
广东·阳江·江城区,海陵岛,2283643754,自然风光,4A景区,热度 1.0,阳江市海陵岛闸坡旅游大道108号,四面环海，水碧沙净，四季分明，气候宜人,"111.892632,21.623062"
广东·韶关·韶关丹霞山,水上丹霞,3223884824,自然风光,,热度 0.0,广东省韶关市仁化县城南9公里处,一江贯丹霞，”爬山不游江，枉到丹霞山“,"113.751843,25.048103"
广东·梅州·丰顺县,八乡山大峡谷,2256616,自然风光,5A景区,热度 0.0,广东省梅州市丰顺县八乡山镇小溪村,奇峰重叠，空气清新，云雾缭绕的避暑胜地,"116.02249,23.755591"
广东·深圳·盐田区,小梅沙,1512583400,自然风光,,热度 0.7,广东省深圳市盐田区小梅沙,东方夏威夷，深圳黄金海岸上的明珠,"114.333001,22.607222"
广东·惠州·惠东县,三角洲岛,1673901857,自然风光,,热度 0.72,广东省惠州市惠东县巽寮湾度假村,大海上的世外桃源,"114.742787,22.630098"
广东·清远·清新区,清远天子山瀑布,4278650265,自然风光,,热度 0.74,广东省清远市清城区清新县飞来峡镇西坑村,一座天然氧库，沁人心脾，令人心旷神怡,"113.146296,23.849317"
广东·清远·英德市,亚婆田·白水寨生态旅游度假区,4090024286,自然风光,,热度 0.0,广东省英德市黎溪镇大围村,景区山高林密，空气清新，怡情洗肺的大氧吧,"113.314537,23.925997"
广东·梅州·梅县,雁南飞茶田景区,1466148136,自然风光,5A景区,热度 0.86,广东省梅州市梅县区雁洋镇,青山环绕中呈现一幅世外桃源的醉人画卷,"116.374316,24.388603"
广东·清远·英德市,英西峰林,2463428735,自然风光,,热度 0.0,广东省清远英德市英西峰林走廊,漓江换明迳，游廊迎奇景，簪峰镇九龙,"112.926408,24.195572"
广东·江门·川山群岛旅游度假区,下川岛,1718389922,自然风光,,热度 0.8800000000000001,广东省江门台山市川岛旅游度假区内,逃离尘都，一起去看海,"112.600071,21.637676"
广东·梅州·丰顺县,龙鲸河漂流,2586098484,自然风光,3A景区,热度 0.8,广东省梅州市丰顺县黄金镇径双村,途中急滩与缓潭相间，惊险刺激,"116.316698,24.044576"
广东·珠海·金湾区,九洲岛,3862274056,自然风光,,热度 0.72,广东省珠海市金湾区九洲岛,广东省省级旅游度假区,"113.617668,22.243248"
广东·茂名·高州市,高州仙人洞风景区,917104371,自然风光,,热度 0.72,广东省茂名高州市深镇境内,有杜鹃林、千亩竹海、原始森林和天然瀑布群,"111.232763,22.263039"
广东·潮州·潮安县,凤翔峡,2642746044,自然风光,,热度 0.0,广东省潮州市潮安县凤凰镇凤湖村,凤峡留春，龙潭献瑞，翔云拱日，丽景怡情,"116.717932,23.825682"
广东·广州·南沙区,南沙湿地公园,2926006208,自然风光,,热度 0.7,广州市南沙区万顷沙镇新港大道1号,赏田田荷叶，看红树苇影，观掠水候鸟,"113.644613,22.612334"
广东·广州·番禺,广州番禺莲花山,705060291,自然风光,4A景区,热度 0.74,广东省广州市番禺区西门路莲花山镇莲花山旅游区,莲花山上莲花塔，莲花塔上有观音,"113.510307,22.990087"
广东·韶关·乳源县,乳源广东大峡谷,2821454197,自然风光,,热度 0.76,广东省韶关市乳源县大布镇,华南少数的地陷峡谷，美誉为“峡谷之母”,"113.135191,24.527344"
